Alojzia	57
Alžbeta	1310
Alžběta	13333
Amalia	79
Amália	136
Amalie	307
Amálie	6320
Amanda	152
Ana	112
Anastasia	134
Anastasie	131
Anastásie	11
Anastazia	14
Anastázia	141
Anastazie	484
Anastázie	1145
Andela	8
Anděla	3086
Andělína	13
Andělka	13
Andrea	41151
Aneška	2
Aneta	29840
Anetta	171
Anette	59
Anežka	19977
Angela	497
Angelika	832
Angelina	148
Anička	29
Aniela	27
Anika	190
Anikó	18
Anita	1863
Anitta	9
Anna	134819
Annaliesa	9
Annaliese	12
Annamária	18
Annamarie	92
Annastazie	4
Annastázie	6
Anne	49
Annelie	17
Annelies	123
Anneliesa	9
Anneliese	64
Annelise	3
Annemarie	336
Anneta	10
Annette	84
Annita	7
Anselma	14
Antonia	283
Antónia	157
Antonie	6198
Antonina	57
Antonína	109
Anuše	12
Anuška	11
Apolena	650
Apolonia	35
Apolónia	10
Apolonie	41
Arana	25
Aranka	382
Ariana	103
Arleta	59
Arlette	14
Arna	19
Arnošta	78
Arnoštka	331
Asta	3
Astrid	76
Astrida	12
Atina	14
Augusta	76
Augustina	95
Augustína	12
Aurelia	80
Aurélia	48
Aurelie	241
Aurélie	33
Babeta	112
Bára	3784
Barbara	2000
Barbora	57201
Barunka	25
Beata	1634
Beáta	3077
Beatrice	186
Beatrix	41
Beatriz	19
Bedřicha	12
Bedřiška	1381
Běla	1196
Bělina	2
Belinda	29
Bělinka	5
Běluše	55
Běluška	8
Benedikta	24
Berenika	896
Bernadeta	57
Bernadetta	17
Bernarda	44
Bernardeta	22
Bernardetta	6
Bernardina	56
Bernardína	60
Berta	755
Běta	49
Betty	28
Bětuška	27
Bianca	102
Bianka	152
Bibiana	217
Bibiána	54
Birgit	12
Blahomíra	13
Blahoslava	150
Blandina	7
Blanička	6
Blanka	31516
Blažeja	6
Blažejka	7
Blažena	6311
Blaženka	42
Bohdana	1872
Bohdanka	87
Bohumila	9133
Bohumíra	570
Bohuna	15
Bohunka	391
Bohuslava	4882
Bohuslávka	8
Bohuše	31
Bohuška	28
Bohuvěra	6
Bojana	14
Boleslava	44
Božena	39851
Boženka	25
Branislava	13
Brenda	58
Brigita	1401
Brigitta	155
Brigitte	31
Bronislava	3919
Brunhilda	59
Břetislava	60
Camilla	34
Carmen	192
Carola	14
Carolina	114
Caroline	222
Catherine	68
Cecilia	66
Cecília	110
Cecilie	587
Cecílie	127
Celestina	34
Celestína	6
Celestýna	39
Cindy	60
Clara	84
Claudia	406
Claudie	400
Colette	21
Cornelia	21
Cristina	82
Ctirada	12
Ctislava	5
Cyrila	31
Cyrilka	10
Cyrilla	8
Czeslawa	9
Čeňka	12
Česlava	33
Čestmíra	34
Dagmar	50646
Dagmara	178
Dája	6
Dajana	83
Dajána	10
Dalena	22
Dalibora	28
Dalila	46
Dalimila	67
Damaris	13
Daňa	23
Dáňa	7
Dana	50781
Danica	210
Daniela	26536
Daniella	37
Danielle	36
Danislava	13
Danka	309
Danuša	28
Danuše	15255
Danuška	1708
Danuta	457
Dara	51
Daria	379
Darie	49
Darija	19
Darina	4837
Darinka	20
Darja	1038
Daruše	9
Daruška	11
Daša	428
Dáša	2426
Dašenka	26
Dášenka	76
Debora	158
Deborah	51
Denisa	26299
Denise	61
Desanka	7
Despina	15
Děvana	8
Diana	4514
Dietlinde	6
Dimitra	23
Dina	78
Dita	5208
Ditta	56
Dobromila	1071
Dobroslava	778
Dobruše	22
Dobruška	36
Dolores	43
Dominica	27
Dominika	12092
Donka	15
Dora	564
Doris	331
Dorota	1849
Dorotea	84
Dorothea	114
Dorotka	56
Doubravka	291
Draga	40
Dragica	23
Drahomila	80
Drahomira	5
Drahomíra	14300
Drahoslava	3292
Drahuša	13
Drahuše	1100
Drahuška	152
Duňa	7
Dušana	125
Dušanka	7
Džamila	15
Eda	51
Edda	50
Edeltraud	211
Edeltrauda	137
Edeltraude	7
Edeltraut	36
Edeltrud	9
Edeltruda	122
Edit	37
Edita	6398
Edith	224
Editha	41
Eduarda	43
Edyta	8
Ela	1097
Elefteria	22
Elen	2863
Elena	5377
Eleni	195
Elenka	10
Eleonora	700
Eleonóra	81
Elfrida	70
Elfrída	160
Elfrieda	149
Elfriede	48
Elisa	206
Elisabet	57
Elisabeta	59
Elisabeth	455
Eliška	61517
Elizabeth	928
Elizaveta	21
Elka	10
Elke	11
Ella	3148
Ellen	1457
Elli	62
Elly	33
Elsa	108
Elvira	37
Elvíra	251
Elza	27
Elzbieta	19
Elžbieta	29
Ema	12036
Emanuela	138
Emerencia	8
Emerencie	2
Emila	11
Emilia	638
Emília	1918
Emiliana	9
Emilie	13782
Emílie	1338
Emma	5108
Erika	6529
Erna	406
Ernestina	33
Ernestína	30
Ernestine	11
Ervína	13
Eržika	35
Ester	4043
Estera	123
Esther	66
Etel	13
Etela	378
Etelka	31
Eufemie	2
Eugenia	19
Eugenie	338
Eulalie	5
Eunika	45
Eva	152463
Evangelia	13
Evelin	98
Evelina	213
Evelína	864
Evelyn	134
Evelyna	45
Evgenie	9
Evička	28
Evža	4
Evžena	189
Evženie	997
Evženka	32
Ewa	103
Fatima	76
Felicia	5
Felicie	18
Felicita	30
Felicitas	48
Filipa	36
Filipina	5
Filipína	8
Filipka	4
Filomena	180
Filoména	47
Flora	20
Flóra	12
Florentina	23
Fotini	13
Francesca	88
Františka	9810
Franziska	42
Frederika	33
Frida	28
Frída	16
Friderika	8
Frieda	31
Friederika	7
Gabriela	31175
Gabriella	71
Galina	525
Genovefa	18
Genoveva	12
Genovéva	11
Genowefa	34
Georgia	31
Gerda	269
Gerlinda	178
Gerlinde	79
Gerta	108
Gertraud	32
Gertrauda	6
Gertrud	49
Gertruda	1342
Gertrúda	12
Gertrůda	3
Gertrude	10
Gina	58
Ginette	7
Giovanna	17
Gisela	243
Gita	554
Gitta	14
Giulia	91
Gizela	586
Gizella	34
Gloria	38
Gordana	26
Grazyna	14
Gražyna	130
Greta	157
Gréta	170
Gudrun	30
Gusta	14
Gustava	40
Halina	955
Halka	161
Hana	145901
Hanelore	22
Hanička	205
Hanka	180
Hanna	263
Hannelora	17
Hannelore	196
Hanuše	7
Háta	28
Heda	150
Hedviga	125
Hedvika	5675
Heide	10
Heidelinde	10
Heidemarie	52
Heidi	88
Heidrun	31
Hela	21
Helen	59
Helena	74391
Helenka	51
Helga	1070
Hella	12
Helma	26
Henrieta	115
Henrietta	23
Henryka	28
Herma	15
Hermina	90
Hermína	651
Herta	363
Hertha	4
Heřma	7
Hilda	661
Hildegard	117
Hildegarda	873
Hildegarde	10
Hvězdoslava	16
Charlota	197
Charlotta	226
Charlotte	580
Chiara	119
Christa	132
Christel	11
Christiana	30
Christiane	13
Christina	251
Christine	136
Chrisula	26
Iboja	19
Ibolya	11
Ida	843
Ila	8
Ildiko	12
Ildikó	44
Ileana	10
Ilena	18
Iljana	17
Ilka	14
Illona	46
Ilona	20304
Ilonka	287
Ilsa	117
Ilse	94
Iluše	8
Iluška	5
Ilza	6
Imelda	8
Ina	145
Indra	9
Ines	92
Inez	17
Inéz	31
Inga	39
Inge	280
Ingeborg	590
Ingeborga	14
Ingeburg	17
Ingrid	2623
Ingrida	45
Inka	359
Inna	254
Iraida	10
Irča	29
Irena	41054
Iréna	53
Irene	35
Irenka	62
Irina	459
Irini	39
Iris	87
Irma	964
Irmgard	131
Irmgarda	62
Irmtraud	22
Isabel	281
Isabela	736
Isabella	545
Isabelle	81
Isolda	36
Isolde	11
Ita	15
Iva	26003
Ivana	68917
Ivanka	3824
Ivánka	32
Iveta	36461
Ivetta	79
Ivica	25
Ivona	4199
Ivonka	73
Ivonna	23
Ivonne	13
Ivuše	18
Ivuška	44
Iwona	31
Izabela	1657
Jacqueline	81
Jadranka	20
Jadviga	13
Jadwiga	110
Jana	264944
Janet	45
Janeta	58
Janetta	108
Janette	145
Janička	15
Janina	366
Janka	1006
Janna	14
Janula	18
Januše	21
Jara	17
Jarina	6
Jarka	38
Jarmila	59666
Jarmilka	18
Jaromila	10
Jaromíra	2772
Jaroslava	84556
Jaruše	91
Jaruška	1012
Jasmin	153
Jasmína	991
Jasna	81
Jasněna	57
Jasnuška	15
Jeaneta	12
Jeanetta	41
Jeanette	89
Jeanne	20
Jeannette	53
Jekatěrina	59
Jela	23
Jelena	560
Jelenka	16
Jelizaveta	33
Jena	134
Jenička	24
Jenifer	413
Jenka	23
Jenovefa	116
Jenovéfa	66
Jeny	9
Jesika	318
Jessica	870
Jevgenija	47
Jindra	3327
Jindřicha	51
Jindřiška	13841
Jiřička	6
Jiřina	55366
Jiřína	5
Jiřinka	503
Jitka	78187
Jitřena	11
Jitřenka	314
Joanna	114
Johana	4461
Johanka	894
Johanna	222
Jolana	6665
Jolanda	30
Jolanka	20
Jolanta	170
Jordana	16
Jordanka	17
Jorga	28
Josefa	3267
Josefina	265
Josefína	1380
Josefka	79
Jovana	64
Jovanka	43
Jozefa	502
Józefa	25
Jozefina	111
Jozefína	316
Judit	16
Judita	1052
Judith	40
Julia	633
Júlia	641
Juliana	656
Juliána	115
Júliana	10
Julianna	87
Juliánna	4
Julie	14146
Júlie	10
Jůlie	13
Jurana	8
Jurina	12
Justina	473
Justína	128
Justyna	40
Justýna	1711
Juta	12
Jutta	48
Kalina	15
Kamila	18941
Karen	120
Kareřina	0
Karin	3841
Karina	904
Karína	34
Karla	7464
Karmela	13
Karmen	82
Karola	23
Karolina	3042
Karolína	36997
Káťa	7
Katalin	22
Katarina	369
Katarína	1991
Katarzyna	91
Katerina	57
Katerína	1
Kateřina	118127
Katharina	94
Kathrin	29
Katina	30
Katka	439
Katrin	640
Katuše	56
Kazi	23
Kazimiera	23
Kazimíra	24
Kerstin	19
Kim	96
Kira	83
Kitty	13
Klara	97
Klára	39600
Klaudia	171
Klaudie	2409
Klementina	53
Klementína	7
Klotilda	31
Klotylda	19
Konstancie	14
Konstantina	40
Korina	12
Kornelia	35
Kornélia	44
Kornelie	108
Kornélie	50
Krasava	8
Krista	1104
Kristiana	46
Kristiána	16
Kristina	7775
Kristína	942
Kristyna	50
Kristýna	51422
Krystyna	358
Krystýna	24
Kunhuta	1
Kveta	54
Květa	7608
Květena	5
Květomila	23
Kvetoslava	342
Květoslava	16228
Květuše	5518
Květuška	190
Lada	5874
Laděna	26
Ladislava	9566
Laila	81
Lajla	21
Lara	288
Larisa	281
Larissa	22
Laura	7786
Lea	1857
Leandra	7
Leila	143
Lejla	71
Lena	367
Léna	11
Lenka	118763
Leokadia	14
Leokadie	46
Leokádie	6
Leona	6953
Leonarda	16
Leonida	11
Leonie	63
Leonka	36
Leonora	30
Leontina	245
Leontýna	1576
Leopolda	89
Leopoldina	115
Leopoldína	3
Lia	152
Liana	418
Liána	21
Liane	17
Liběna	596
Libora	21
Liborka	7
Liboslava	11
Libuša	167
Libuše	39269
Libuška	34
Lida	26
Lída	130
Lidia	182
Lídia	41
Lidie	213
Lidija	82
Lidka	46
Lidmila	2810
Liduše	123
Liduška	238
Lidvina	7
Lidye	10
Lieselotta	9
Lieselotte	48
Lila	34
Lili	129
Lilia	42
Lilian	211
Liliana	2214
Liliane	22
Lilie	13
Lilija	83
Lilli	34
Lillian	60
Lilly	242
Lily	178
Lina	69
Linda	8161
Lisa	47
Liselota	6
Liselotta	8
Liselotte	28
Livia	48
Lívia	123
Livie	86
Ljuba	414
Ljubica	25
Ljudmila	78
Lola	145
Longina	7
Lota	86
Lotka	13
Lotta	24
Lotte	17
Louisa	20
Louise	14
Luba	27
Luběna	22
Lubica	64
Lubislava	15
Lubomíra	522
Luboslava	5
Lucia	805
Luciana	56
Lucie	111937
Lucja	8
Lucyna	48
Luďa	27
Luděna	9
Luděnka	11
Ludislava	28
Ludiše	25
Luďka	384
Ludmila	72750
Ludoslava	16
Ludvika	164
Ludvíka	77
Ludvina	5
Luisa	422
Luise	16
Lujza	48
Lumíra	23
Lydia	191
Lýdia	402
Lydie	2152
Lýdie	469
Madeleine	55
Madla	44
Magda	5519
Magdalena	10813
Magdaléna	9037
Mahulena	83
Maja	201
Mája	149
Malgorzata	18
Malvina	22
Malvína	280
Manuela	115
Marcela	53654
Marcelina	11
Marcelína	13
Marcelka	16
Marcella	93
Margaret	24
Margareta	442
Margaréta	32
Margarete	18
Margaretha	10
Margarita	153
Margeta	8
Margit	438
Margita	4564
Margot	63
Maria	2312
Mária	10345
Mariam	80
Mariana	2514
Mariána	8
Mariane	4
Marianna	716
Marianne	123
Marica	18
Marie	260526
Márie	5
Marieanna	2
Mariemagdalena	0
Marieta	65
Marietta	37
Marija	327
Marijka	9
Marika	2351
Marilyn	16
Marina	474
Marína	41
Mariola	60
Marion	92
Marita	25
Marja	10
Marketa	480
Markéta	59734
Marlen	63
